timestamp,latitude,longitude,speed,heading
2026-09-09T14:31:32.630412+00:00,17.4412,78.35853,30.0,82.6
2026-09-09T14:31:33.630412+00:00,17.4414,78.360135,23.1,82.6
2026-09-09T14:31:34.630412+00:00,17.4416,78.36174,17.4,82.6
2026-09-09T14:31:35.630412+00:00,17.4418,78.363345,14.3,82.6
2026-09-09T14:31:36.630412+00:00,17.442,78.36495,14.6,82.6
2026-09-09T14:31:37.630412+00:00,17.4422,78.366555,18.1,82.6
2026-09-09T14:31:38.630412+00:00,17.4424,78.36816,24.1,82.6
2026-09-09T14:31:39.630412+00:00,17.4426,78.369765,31.0,82.6
2026-09-09T14:31:40.630412+00:00,17.4428,78.37137,37.2,82.6
2026-09-09T14:31:41.630412+00:00,17.443,78.372975,41.1,82.6
2026-09-09T14:31:42.630412+00:00,17.4432,78.37458,41.9,82.6
2026-09-09T14:31:43.630412+00:00,17.4434,78.376185,39.2,82.6
2026-09-09T14:31:44.630412+00:00,17.4436,78.37779,33.8,82.6
2026-09-09T14:31:45.630412+00:00,17.4438,78.379395,26.9,82.6
2026-09-09T14:31:46.630412+00:00,17.444,78.381,28.0,358.3
2026-09-09T14:31:47.630412+00:00,17.44432,78.38099,34.7,358.3
2026-09-09T14:31:48.630412+00:00,17.44464,78.38098,39.8,358.3
2026-09-09T14:31:49.630412+00:00,17.44496,78.38097,42.0,358.3
2026-09-09T14:31:50.630412+00:00,17.44528,78.38096,40.7,358.3
2026-09-09T14:31:51.630412+00:00,17.4456,78.38095,36.4,358.3
2026-09-09T14:31:52.630412+00:00,17.44592,78.38094,30.0,358.3
2026-09-09T14:31:53.630412+00:00,17.44624,78.38093,23.1,358.3
2026-09-09T14:31:54.630412+00:00,17.44656,78.38092,17.4,358.3
2026-09-09T14:31:55.630412+00:00,17.44688,78.38091,14.3,358.3
2026-09-09T14:31:56.630412+00:00,17.4472,78.3809,14.6,358.3
2026-09-09T14:31:57.630412+00:00,17.44752,78.38089,18.1,358.3
2026-09-09T14:31:58.630412+00:00,17.44784,78.38088,24.1,358.3
2026-09-09T14:31:59.630412+00:00,17.44816,78.38087,31.0,358.3
2026-09-09T14:32:00.630412+00:00,17.44848,78.38086,37.2,358.3
2026-09-09T14:32:01.630412+00:00,17.4488,78.38085,41.1,358.3
2026-09-09T14:32:02.630412+00:00,17.44912,78.38084,41.9,358.3
2026-09-09T14:32:03.630412+00:00,17.44944,78.38083,39.2,358.3
2026-09-09T14:32:04.630412+00:00,17.44976,78.38082,33.8,358.3
2026-09-09T14:32:05.630412+00:00,17.45008,78.38081,26.9,358.3
